Label,Text
b,many pretty things He is as fine a fellow said Mr Bennet as soon as they were out of the house as ever I saw He simpers and smirks and makes love to us all I am prodigiously proud of him I defy even Sir William Lucas himself to produce a more valuable soninlaw The loss of her daughter made Mrs Bennet very dull for several days I often think said she that there is nothing so bad as parting with ones friends One seems so forlorn without them This is the consequence you see madam of marrying a daughter
b,in my memory as the most amiable man of my acquaintance but that is all I have nothing either to hope or fear and nothing to reproach him with Thank God I have not that pain A little time thereforeI shall certainly try to get the better With a stronger voice she soon added I have this comfort immediately that it has not been more than an error of fancy on my side and that it has done no harm to anyone but myself My dear Jane exclaimed Elizabeth you are too good Your sweetness and disinterestedness are really angelic
b,and consideration for his comfort appeared very remarkable Mr Bennet could not have chosen better Mr Collins was eloquent in her praise The subject elevated him to more than usual solemnity of manner and with a most important aspect he protested that he had never in his life witnessed such behaviour in a person of ranksuch affability and condescension as he had himself experienced from Lady Catherine She had been graciously pleased to approve of both the discourses which he had already had the honour of preaching before her She had also asked him twice to dine at Rosings and
b,suspected it to be Bingley from believing him the kind of young man to get into a scrape of that sort and from knowing them to have been together the whole of last summer Did Mr Darcy give you his reasons for this interference I understood that there were some very strong objections against the lady And what arts did he use to separate them He did not talk to me of his own arts said Fitzwilliam smiling He only told me what I have now told you Elizabeth made no answer and walked on her heart swelling with indignation
b,my own strength and I shall never be embarrassed again by his coming I am glad he dines here on Tuesday It will then be publicly seen that on both sides we meet only as common and indifferent acquaintance Yes very indifferent indeed said Elizabeth laughingly Oh Jane take care My dear Lizzy you can not think me so weak as to be in danger now I think you are in very great danger of making him as much in love with you as ever They did not see the gentlemen again till Tuesday and Mrs Bennet in the meanwhile
b,distress and diversion Mrs Bennet and Kitty walked off and as soon as they were gone Mr Collins began Believe me my dear Miss Elizabeth that your modesty so far from doing you any disservice rather adds to your other perfections You would have been less amiable in my eyes had there not been this little unwillingness but allow me to assure you that I have your respected mothers permission for this address You can hardly doubt the purport of my discourse however your natural delicacy may lead you to dissemble my attentions have been too marked to be mistaken
b,very essence of love Oh yes of that kind of love which I suppose him to have felt Poor Jane I am sorry for her because with her disposition she may not get over it immediately It had better have happened to you Lizzy you would have laughed yourself out of it sooner But do you think she would be prevailed on to go back with us Change of scene might be of serviceand perhaps a little relief from home may be as useful as anything Elizabeth was exceedingly pleased with this proposal and felt persuaded of her sisters ready
b,to Longbourn to see me and my family said Elizabeth coolly will be rather a confirmation of itif indeed such a report is in existence If do you then pretend to be ignorant of it Has it not been industriously circulated by yourselves Do you not know that such a report is spread abroad I never heard that it was And can you likewise declare that there is no foundation for it I do not pretend to possess equal frankness with your Ladyship You may ask questions which I shall not choose to answer This is not to be borne
b,if he were to give it up as soon as any eligible purchase offers Elizabeth made no answer She was afraid of talking longer of his friend and having nothing else to say was now determined to leave the trouble of finding a subject to him He took the hint and soon began with This seems a very comfortable house Lady Catherine I believe did a great deal to it when Mr Collins first came to Hunsford I believe she didand I am sure she could not have bestowed her kindness on a more grateful object Mr Collins appears very
b,meet her but instead of the expected summons when they approached her she said to Miss Bennet I beg your pardon madam for interrupting you but I was in hopes you might have got some good news from town so I took the liberty of coming to ask What do you mean Hill We have heard nothing from town Dear madam cried Mrs Hill in great astonishment dont you know there is an express come for master from Mr Gardiner He has been here this half hour and master has had a letter Away ran the girls too eager to
b,down again wonder and bless herself Good gracious Lord bless me only think dear me Mr Darcy Who would have thought it And is it really true Oh my sweetest Lizzy how rich and how great you will be What pinmoney what jewels what carriages you will have Janes is nothing to itnothing at all I am so pleasedso happy Such a charming man so handsome so tall Oh my dear Lizzy pray apologize for my having disliked him so much before I hope he will overlook it Dear dear Lizzy A house in town Everything that is charming Three
b,little recent piece of modesty The indirect boast for you are really proud of your defects in writing because you consider them as proceeding from a rapidity of thought and carelessness of execution which if not estimable you think at least highly interesting The power of doing anything with quickness is always much prized by the possessor and often without any attention to the imperfection of the performance When you told Mrs Bennet this morning that if you ever resolved on quitting Netherfield you should be gone in five minutes you meant it to be a sort of panegyric of
b,Mr Darcy is impatient to see his sister and to confess the truth we are scarcely less eager to meet her again I really do not think Georgiana Darcy has her equal for beauty elegance and accomplishments and the affection she inspires in Louisa and myself is heightened into something still more interesting from the hope we dare to entertain of her being hereafter our sister I do not know whether I ever before mentioned to you my feelings on this subject but I will not leave the country without confiding them and I trust you will not esteem them
b,you may be very certain that I shall avail myself of it as soon as possible They were all astonished and Mr Bennet who could by no means wish for so speedy a return immediately said But is there not danger of Lady Catherines disapprobation here my good sir You had better neglect your relations than run the risk of offending your patroness My dear sir replied Mr Collins I am particularly obliged to you for this friendly caution and you may depend upon my not taking so material a step without her Ladyships concurrence You can not be too
b,He has heartily forgiven me now Elizabeth longed to observe that Mr Bingley had been a most delightful friend so easily guided that his worth was invaluable but she checked herself She remembered that he had yet to learn to be laughed at and it was rather too early to begin In anticipating the happiness of Bingley which of course was to be inferior only to his own he continued the conversation till they reached the house In the hall they parted Illustration Unable to utter a syllable Copyright 1894 by George Allen CHAPTER LIX Illustration My dear Lizzy where
b,from me my dear sister to depreciate such pleasures They would doubtless be congenial with the generality of female minds But I confess they would have no charms for me I should infinitely prefer a book But of this answer Lydia heard not a word She seldom listened to anybody for more than half a minute and never attended to Mary at all In the afternoon Lydia was urgent with the rest of the girls to walk to Meryton and see how everybody went on but Elizabeth steadily opposed the scheme It should not be said that the Miss Bennets
b,hardly have been concealed from the world and that friendship between a person capable of it and such an amiable man as Mr Bingley was incomprehensible She grew absolutely ashamed of herself Of neither Darcy nor Wickham could she think without feeling that she had been blind partial prejudiced absurd How despicably have I acted she cried I who have prided myself on my discernment I who have valued myself on my abilities who have often disdained the generous candour of my sister and gratified my vanity in useless or blameless distrust How humiliating is this discovery Yet how just
b,breakfast the girls walked to Meryton to inquire if Mr Wickham were returned and to lament over his absence from the Netherfield ball He joined them on their entering the town and attended them to their aunts where his regret and vexation and the concern of everybody were well talked over To Elizabeth however he voluntarily acknowledged that the necessity of his absence had been selfimposed I found said he as the time drew near that I had better not meet Mr Darcythat to be in the same room the same party with him for so many hours together might
b,almost promised to answer her letter The farewell between herself and Mr Wickham was perfectly friendly on his side even more His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention the first to listen and to pity the first to be admired and in his manner of bidding her adieu wishing her every enjoyment reminding her of what she was to expect in Lady Catherine de Bourgh and trusting their opinion of hertheir opinion of everybodywould always coincide there was a solicitude an interest which she felt must
b,every sister except Mary agreed to go with her and Mr Collins was to attend them at the request of Mr Bennet who was most anxious to get rid of him and have his library to himself for thither Mr Collins had followed him after breakfast and there he would continue nominally engaged with one of the largest folios in the collection but really talking to Mr Bennet with little cessation of his house and garden at Hunsford Such doings discomposed Mr Bennet exceedingly In his library he had been always sure of leisure and tranquillity and though prepared as
b,I acted Regard for my sisters credit and feelings prevented any public exposure but I wrote to Mr Wickham who left the place immediately and Mrs Younge was of course removed from her charge Mr Wickhams chief object was unquestionably my sisters fortune which is thirty thousand pounds but I can not help supposing that the hope of revenging himself on me was a strong inducement His revenge would have been complete indeed This madam is a faithful narrative of every event in which we have been concerned together and if you do not absolutely reject it as false you
b,again very soon There was also a postscript to this effect I have written to Colonel Forster to desire him to find out if possible from some of the young mans intimates in the regiment whether Wickham has any relations or connections who would be likely to know in what part of the town he has now concealed himself If there were anyone that one could apply to with a probability of gaining such a clue as that it might be of essential consequence At present we have nothing to guide us Colonel Forster will I dare say do everything
b,a less interesting personage than to herself They had long wished to see him The whole party before them indeed excited a lively attention The suspicions which had just arisen of Mr Darcy and their niece directed their observation towards each with an earnest though guarded inquiry and they soon drew from those inquiries the full conviction that one of them at least knew what it was to love Of the ladys sensations they remained a little in doubt but that the gentleman was overflowing with admiration was evident enough Elizabeth on her side had much to do She wanted
b,disappointed and angry with herself for being so Could I expect it to be otherwise said she Yet why did he come She was in no humour for conversation with anyone but himself and to him she had hardly courage to speak She inquired after his sister but could do no more It is a long time Mr Bingley since you went away said Mrs Bennet He readily agreed to it I began to be afraid you would never come back again People did say you meant to quit the place entirely at Michaelmas but however I hope it is
b,dear Niece I have just received your letter and shall devote this whole morning to answering it as I foresee that a little writing will not comprise what I have to tell you I must confess myself surprised by your application I did not expect it from you Dont think me angry however for I only mean to let you know that I had not imagined such inquiries to be necessary on your side If you do not choose to understand me forgive my impertinence Your uncle is as much surprised as I am and nothing but the belief of
b,he continued and among them are some who will claim an acquaintance with youMr Bingley and his sisters Elizabeth answered only by a slight bow Her thoughts were instantly driven back to the time when Mr Bingleys name had been last mentioned between them and if she might judge from his complexion his mind was not very differently engaged There is also one other person in the party he continued after a pause who more particularly wishes to be known to you Will you allow me or do I ask too much to introduce my sister to your acquaintance during
b,happiness of being his wife I advise you by all means to refuse him How can you talk so said Jane faintly smiling you must know that though I should be exceedingly grieved at their disapprobation I could not hesitate I did not think you would and that being the case I can not consider your situation with much compassion But if he returns no more this winter my choice will never be required A thousand things may arise in six months The idea of his returning no more Elizabeth treated with the utmost contempt It appeared to her merely
b,to prevent you spending your time unpleasantly Elizabeth was eager with her thanks and assurances of happiness She had spent six weeks with great enjoyment and the pleasure of being with Charlotte and the kind attention she had received must make her feel the obliged Mr Collins was gratified and with a more smiling solemnity replied It gives me the greatest pleasure to hear that you have passed your time not disagreeably We have certainly done our best and most fortunately having it in our power to introduce you to very superior society and from our connection with Rosings the
b,friend Here was knowledge in which no one could partake and she was sensible that nothing less than a perfect understanding between the parties could justify her in throwing off this last encumbrance of mystery And then said she if that very improbable event should ever take place I shall merely be able to tell what Bingley may tell in a much more agreeable manner himself The liberty of communication can not be mine till it has lost all its value She was now on being settled at home at leisure to observe the real state of her sisters spirits
b,to Charlottes first sketch She was to accompany Sir William and his second daughter The improvement of spending a night in London was added in time and the plan became as perfect as plan could be The only pain was in leaving her father who would certainly miss her and who when it came to the point so little liked her going that he told her to write to him and almost promised to answer her letter The farewell between herself and Mr Wickham was perfectly friendly on his side even more His present pursuit could not make him forget
b,and after a short pause added I think I have understood that Mr Bingley has not much idea of ever returning to Netherfield again I have never heard him say so but it is probable that he may spend very little of his time there in future He has many friends and he is at a time of life when friends and engagements are continually increasing If he means to be but little at Netherfield it would be better for the neighbourhood that he should give up the place entirely for then we might possibly get a settled family there
b,will consent to be of the party Indeed Eliza you will be as welcome to me as either of them The wedding took place the bride and bridegroom set off for Kent from the church door and everybody had as much to say or to hear on the subject as usual Elizabeth soon heard from her friend and their correspondence was as regular and frequent as it ever had been that it should be equally unreserved was impossible Elizabeth could never address her without feeling that all the comfort of intimacy was over and though determined not to slacken as
b,I do not know Mrs Bennet and Lydia are going in the carriage to Meryton And so my dear sister I find from our uncle and aunt that you have actually seen Pemberley She replied in the affirmative I almost envy you the pleasure and yet I believe it would be too much for me or else I could take it in my way to Newcastle And you saw the old housekeeper I suppose Poor Reynolds she was always very fond of me But of course she did not mention my name to you Yes she did And what did
b,following note for Elizabeth NIND My dearest Lizzie I find myself very unwell this morning which I suppose is to be imputed to my getting wet through yesterday My kind friends will not hear of my returning home till I am better They insist also on my seeing Mr Jonestherefore do not be alarmed if you should hear of his having been to meand excepting a sore throat and a headache there is not much the matter with me Yours etc Well my dear said Mr Bennet when Elizabeth had read the note aloud if your daughter should have a
b,well call it impertinence at once It was very little less The fact is that you were sick of civility of deference of officious attention You were disgusted with the women who were always speaking and looking and thinking for your approbation alone I roused and interested you because I was so unlike them Had you not been really amiable you would have hated me for it but in spite of the pains you took to disguise yourself your feelings were always noble and just and in your heart you thoroughly despised the persons who so assiduously courted you ThereI
b,Even now I do not think that it would be impossible to find persons especially female persons not necessarily of noble birth as overbearing as selfcentred as neglectful of good manners as Lady Catherine A hundred years ago an earls daughter the Lady Powerful if not exactly Bountiful of an outoftheway country parish rich long out of marital authority and so forth had opportunities of developing these agreeable characteristics which seldom present themselves now As for Mr Bennet Miss Austen and Mr Darcy and even Miss Elizabeth herself were I am inclined to think rather hard on him for the
b,explained what its effects on her had been and how gradually all her former prejudices had been removed I knew said he that what I wrote must give you pain but it was necessary I hope you have destroyed the letter There was one part especially the opening of it which I should dread your having the power of reading again I can remember some expressions which might justly make you hate me The letter shall certainly be burnt if you believe it essential to the preservation of my regard but though we have both reason to think my opinions
b,kindness of her aunt had reserved for them But Jane was to go home with her and at Longbourn there would be leisure enough for observation It was not without an effort meanwhile that she could wait even for Longbourn before she told her sister of Mr Darcys proposals To know that she had the power of revealing what would so exceedingly astonish Jane and must at the same time so highly gratify whatever of her own vanity she had not yet been able to reason away was such a temptation to openness as nothing could have conquered but the
b,threw Elizabeth into a flutter of spirits in which it was difficult to determine whether pleasure or pain bore the greatest share The vague and unsettled suspicions which uncertainty had produced of what Mr Darcy might have been doing to forward her sisters matchwhich she had feared to encourage as an exertion of goodness too great to be probable and at the same time dreaded to be just from the pain of obligationwere proved beyond their greatest extent to be true He had followed them purposely to town he had taken on himself all the trouble and mortification attendant on
b,his humble parsonage where she had perfectly approved all the alterations he had been making and had even vouchsafed to suggest some herselfsome shelves in the closets upstairs That is all very proper and civil I am sure said Mrs Bennet and I dare say she is a very agreeable woman It is a pity that great ladies in general are not more like her Does she live near you sir The garden in which stands my humble abode is separated only by a lane from Rosings Park her Ladyships residence I think you said she was a widow sir
b,would tempt me to accept the man who has been the means of ruining perhaps for ever the happiness of a most beloved sister As she pronounced these words Mr Darcy changed colour but the emotion was short and he listened without attempting to interrupt her while she continued I have every reason in the world to think ill of you No motive can excuse the unjust and ungenerous part you acted there You dare not you can not deny that you have been the principal if not the only means of dividing them from each other of exposing one
b,can you be so teasing I honour your circumspection A fortnights acquaintance is certainly very little One can not know what a man really is by the end of a fortnight But if we do not venture somebody else will and after all Mrs Long and her nieces must stand their chance and therefore as she will think it an act of kindness if you decline the office I will take it on myself The girls stared at their father Mrs Bennet said only Nonsense nonsense What can be the meaning of that emphatic exclamation cried he Do you consider
b,his brother though expressed most concisely he then delivered on paper his perfect approbation of all that was done and his willingness to fulfil the engagements that had been made for him He had never before supposed that could Wickham be prevailed on to marry his daughter it would be done with so little inconvenience to himself as by the present arrangement He would scarcely be ten pounds a year the loser by the hundred that was to be paid them for what with her board and pocket allowance and the continual presents in money which passed to her through
b,herself in bidding farewell the more gentle adieus of her sisters were uttered without being heard Illustration The arrival of the Gardiners CHAPTER XLII Illustration Had Elizabeths opinion been all drawn from her own family she could not have formed a very pleasing picture of conjugal felicity or domestic comfort Her father captivated by youth and beauty and that appearance of goodhumour which youth and beauty generally give had married a woman whose weak understanding and illiberal mind had very early in their marriage put an end to all real affection for her Respect esteem and confidence had vanished for
b,blessed in a peculiar way with everything the heart of mortal can most desiresplendid property noble kindred and extensive patronage Yet in spite of all these temptations let me warn my cousin Elizabeth and yourself of what evils you may incur by a precipitate closure with this gentlemans proposals which of course you will be inclined to take immediate advantage of Have you any idea Lizzy who this gentleman is But now it comes out My motive for cautioning you is as followsWe have reason to imagine that his aunt Lady Catherine de Bourgh does not look on the match
b,something towards clearing him I can not believe that ten thousand pounds or anything like it has been advanced He has children of his own and may have more How could he spare half ten thousand pounds If we are ever able to learn what Wickhams debts have been said Elizabeth and how much is settled on his side on our sister we shall exactly know what Mr Gardiner has done for them because Wickham has not sixpence of his own The kindness of my uncle and aunt can never be requited Their taking her home and affording her their
b,to the greatest advantage in walking if the first I should be completely in your way and if the second I can admire you much better as I sit by the fire Oh shocking cried Miss Bingley I never heard anything so abominable How shall we punish him for such a speech Nothing so easy if you have but the inclination said Elizabeth We can all plague and punish one another Tease himlaugh at him Intimate as you are you must know how it is to be done But upon my honour I do not I do assure you that
b,have not many I have more than I ever looked into Elizabeth assured him that she could suit herself perfectly with those in the room I am astonished said Miss Bingley that my father should have left so small a collection of books What a delightful library you have at Pemberley Mr Darcy It ought to be good he replied it has been the work of many generations And then you have added so much to it yourselfyou are always buying books I can not comprehend the neglect of a family library in such days as these Neglect I am
b,Catherine and Lydia Elizabeth accepted their company and the three young ladies set off together If we make haste said Lydia as they walked along perhaps we may see something of Captain Carter before he goes In Meryton they parted the two youngest repaired to the lodgings of one of the officers wives and Elizabeth continued her walk alone crossing field after field at a quick pace jumping over stiles and springing over puddles with impatient activity and finding herself at last within view of the house with weary ancles dirty stockings and a face glowing with the warmth of
b,fears and after talking with her in this manner till dinner was on table they left her to vent all her feelings on the housekeeper who attended in the absence of her daughters Though her brother and sister were persuaded that there was no real occasion for such a seclusion from the family they did not attempt to oppose it for they knew that she had not prudence enough to hold her tongue before the servants while they waited at table and judged it better that one only of the household and the one whom they could most trust should
b,selected as the object of such idle and frivolous gallantry and while she steadily repressed it could not but feel the reproof contained in his believing that however long and for whatever cause his attentions had been withdrawn her vanity would be gratified and her preference secured at any time by their renewal On the very last day of the regiments remaining in Meryton he dined with others of the officers at Longbourn and so little was Elizabeth disposed to part from him in goodhumour that on his making some inquiry as to the manner in which her time had
b,take some refreshment but Lady Catherine very resolutely and not very politely declined eating anything and then rising up said to Elizabeth Miss Bennet there seemed to be a prettyish kind of a little wilderness on one side of your lawn I should be glad to take a turn in it if you will favour me with your company Go my dear cried her mother and show her Ladyship about the different walks I think she will be pleased with the hermitage Elizabeth obeyed and running into her own room for her parasol attended her noble guest downstairs As they
b,converse of that young lady whose bright eyes are also upbraiding me Illustration Such very superior dancing is not often seen Copyright 1894 by George Allen The latter part of this address was scarcely heard by Darcy but Sir Williams allusion to his friend seemed to strike him forcibly and his eyes were directed with a very serious expression towards Bingley and Jane who were dancing together Recovering himself however shortly he turned to his partner and said Sir Williams interruption has made me forget what we were talking of I do not think we were speaking at all Sir
b,that I care about it though He is nothing to us you know and I am sure I never want to see him again But however he is very welcome to come to Netherfield if he likes it And who knows what may happen But that is nothing to us You know sister we agreed long ago never to mention a word about it And so it is quite certain he is coming You may depend on it replied the other for Mrs Nichols was in Meryton last night I saw her passing by and went out myself on purpose
b,have known him ever since he was four years old This was praise of all others most extraordinary most opposite to her ideas That he was not a goodtempered man had been her firmest opinion Her keenest attention was awakened she longed to hear more and was grateful to her uncle for saying There are very few people of whom so much can be said You are lucky in having such a master Yes sir I know I am If I were to go through the world I could not meet with a better But I have always observed that
b,grown up replied Elizabeth smiling your Ladyship can hardly expect me to own it Lady Catherine seemed quite astonished at not receiving a direct answer and Elizabeth suspected herself to be the first creature who had ever dared to trifle with so much dignified impertinence You can not be more than twenty I am suretherefore you need not conceal your age I am not oneandtwenty When the gentlemen had joined them and tea was over the card tables were placed Lady Catherine Sir William and Mr and Mrs Collins sat down to quadrille and as Miss De Bourgh chose to
b,when we do return it shall not be like other travellers without being able to give one accurate idea of anything We will know where we have gonewe will recollect what we have seen Lakes mountains and rivers shall not be jumbled together in our imaginations nor when we attempt to describe any particular scene will we begin quarrelling about its relative situation Let our first effusions be less insupportable than those of the generality of travellers Illustration At the door CHAPTER XXVIII Illustration Every object in the next days journey was new and interesting to Elizabeth and her spirits
b,make one good sort of man and of late it has been shifting about pretty much For my part I am inclined to believe it all Mr Darcys but you shall do as you choose It was some time however before a smile could be extorted from Jane I do not know when I have been more shocked said she Wickham so very bad It is almost past belief And poor Mr Darcy dear Lizzy only consider what he must have suffered Such a disappointment and with the knowledge of your ill opinion too and having to relate such a
b,match for Jane said she I am sorry it went off But these things happen so often A young man such as you describe Mr Bingley so easily falls in love with a pretty girl for a few weeks and when accident separates them so easily forgets her that these sort of inconstancies are very frequent Illustration Offended two or three young ladies Copyright 1894 by George Allen An excellent consolation in its way said Elizabeth but it will not do for us We do not suffer by accident It does not often happen that the interference of friends will
b,in her brothers conversation with Miss Bennet Miss Bingleys attention was quite as much engaged in watching Mr Darcys progress through his book as in reading her own and she was perpetually either making some inquiry or looking at his page She could not win him however to any conversation he merely answered her question and read on At length quite exhausted by the attempt to be amused with her own book which she had only chosen because it was the second volume of his she gave a great yawn and said How pleasant it is to spend an evening
b,trunk afresh When they parted Lady Catherine with great condescension wished them a good journey and invited them to come to Hunsford again next year and Miss de Bourgh exerted herself so far as to courtesy and hold out her hand to both Illustration The elevation of his feelings CHAPTER XXXVIII Illustration On Saturday morning Elizabeth and Mr Collins met for breakfast a few minutes before the others appeared and he took the opportunity of paying the parting civilities which he deemed indispensably necessary I know not Miss Elizabeth said he whether Mrs Collins has yet expressed her sense of
b,for their folly or their vice He was fond of the country and of books and from these tastes had arisen his principal enjoyments To his wife he was very little otherwise indebted than as her ignorance and folly had contributed to his amusement This is not the sort of happiness which a man would in general wish to owe to his wife but where other powers of entertainment are wanting the true philosopher will derive benefit from such as are given Elizabeth however had never been blind to the impropriety of her fathers behaviour as a husband She had
b,room looking grave and anxious Lizzy said he what are you doing Are you out of your senses to be accepting this man Have not you always hated him How earnestly did she then wish that her former opinions had been more reasonable her expressions more moderate It would have spared her from explanations and professions which it was exceedingly awkward to give but they were now necessary and she assured him with some confusion of her attachment to Mr Darcy Or in other words you are determined to have him He is rich to be sure and you may
b,particulars of all the pecuniary transactions in which they had been connected without actually naming her authority but stating it to be such as might be relied on Mrs Gardiner was surprised and concerned but as they were now approaching the scene of her former pleasures every idea gave way to the charm of recollection and she was too much engaged in pointing out to her husband all the interesting spots in its environs to think of anything else Fatigued as she had been by the mornings walk they had no sooner dined than she set off again in quest
b,determined if possible to find out led the way across the street under pretence of wanting something in an opposite shop and fortunately had just gained the pavement when the two gentlemen turning back had reached the same spot Mr Denny addressed them directly and entreated permission to introduce his friend Mr Wickham who had returned with him the day before from town and he was happy to say had accepted a commission in their corps This was exactly as it should be for the young man wanted only regimentals to make him completely charming His appearance was greatly in
b,whither he was obliged to go the next day for a short time Mrs Bennet was perfectly satisfied and quitted the house under the delightful persuasion that allowing for the necessary preparations of settlements new carriages and wedding clothes she should undoubtedly see her daughter settled at Netherfield in the course of three or four months Of having another daughter married to Mr Collins she thought with equal certainty and with considerable though not equal pleasure Elizabeth was the least dear to her of all her children and though the man and the match were quite good enough for her
b,with more distinction again became her favourites It may be easily believed that however little of novelty could be added to their fears hopes and conjectures on this interesting subject by its repeated discussion no other could detain them from it long during the whole of the journey From Elizabeths thoughts it was never absent Fixed there by the keenest of all anguish selfreproach she could find no interval of ease or forgetfulness They travelled as expeditiously as possible and sleeping one night on the road reached Longbourn by dinnertime the next day It was a comfort to Elizabeth to
b,be surprised my dear Eliza Do you think it incredible that Mr Collins should be able to procure any womans good opinion because he was not so happy as to succeed with you But Elizabeth had now recollected herself and making a strong effort for it was able to assure her with tolerable firmness that the prospect of their relationship was highly grateful to her and that she wished her all imaginable happiness I see what you are feeling replied Charlotte you must be surprised very much surprised so lately as Mr Collins was wishing to marry you But when
b,had believed it impossible that any contrivance could so represent as to render Mr Darcys conduct in it less than infamous was capable of a turn which must make him entirely blameless throughout the whole The extravagance and general profligacy which he scrupled not to lay to Mr Wickhams charge exceedingly shocked her the more so as she could bring no proof of its injustice She had never heard of him before his entrance into the shire militia in which he had engaged at the persuasion of the young man who on meeting him accidentally in town had there renewed
b,think it is well expressed To Catherine and Lydia neither the letter nor its writer were in any degree interesting It was next to impossible that their cousin should come in a scarlet coat and it was now some weeks since they had received pleasure from the society of a man in any other colour As for their mother Mr Collinss letter had done away much of her illwill and she was preparing to see him with a degree of composure which astonished her husband and daughters Mr Collins was punctual to his time and was received with great politeness
b,greatgrandmother while on the other hand some I think unreasonably have found cynicism in touches of Miss Austens own such as her satire of Mrs Musgroves selfdeceiving regrets over her son But this word cynical is one of the most misused in the English language especially when by a glaring and gratuitous falsification of its original sense it is applied not to rough and snarling invective but to gentle and oblique satire If cynicism means the perception of the other side the sense of the accepted hells beneath the consciousness that motives are nearly always mixed and that to seem
b,fact of his absence was pronounced by his friend Mr Denny to whom Lydia eagerly applied and who told them that Wickham had been obliged to go to town on business the day before and was not yet returned adding with a significant smile I do not imagine his business would have called him away just now if he had not wished to avoid a certain gentleman here This part of his intelligence though unheard by Lydia was caught by Elizabeth and as it assured her that Darcy was not less answerable for Wickhams absence than if her first surmise
b,could not oppose such a wish and from this time Mr Bingleys name was scarcely ever mentioned between them Mrs Bennet still continued to wonder and repine at his returning no more and though a day seldom passed in which Elizabeth did not account for it clearly there seemed little chance of her ever considering it with less perplexity Her daughter endeavoured to convince her of what she did not believe herself that his attentions to Jane had been merely the effect of a common and transient liking which ceased when he saw her no more but though the probability
b,any of them There was no one therefore who could be pointed out as likely to give any news of him And in the wretched state of his own finances there was a very powerful motive for secrecy in addition to his fear of discovery by Lydias relations for it had just transpired that he had left gaming debts behind him to a very considerable amount Colonel Forster believed that more than a thousand pounds would be necessary to clear his expenses at Brighton He owed a good deal in the town but his debts of honour were still more
b,me Elizabeth had scarcely time to disclaim all right to the compliment before their approach was announced by the doorbell and shortly afterwards the three gentlemen entered the room Colonel Fitzwilliam who led the way was about thirty not handsome but in person and address most truly the gentleman Mr Darcy looked just as he had been used to look in Hertfordshire paid his compliments with his usual reserve to Mrs Collins and whatever might be his feelings towards her friend met her with every appearance of composure Elizabeth merely courtesied to him without saying a word Colonel Fitzwilliam entered
b,was Had I but explained some part of it onlysome part of what I learnt to my own family Had his character been known this could not have happened But it is all all too late now I am grieved indeed cried Darcy grievedshocked But is it certain absolutely certain Oh yes They left Brighton together on Sunday night and were traced almost to London but not beyond they are certainly not gone to Scotland And what has been done what has been attempted to recover her My father has gone to London and Jane has written to beg my
b,had given him a disgust to his business and to his residence in a small market town and quitting them both he had removed with his family to a house about a mile from Meryton denominated from that period Lucas Lodge where he could think with pleasure of his own importance and unshackled by business occupy himself solely in being civil to all the world For though elated by his rank it did not render him supercilious on the contrary he was all attention to everybody By nature inoffensive friendly and obliging his presentation at St Jamess had made him
b,my behaviour to you at the time had merited the severest reproof It was unpardonable I can not think of it without abhorrence We will not quarrel for the greater share of blame annexed to that evening said Elizabeth The conduct of neither if strictly examined will be irreproachable but since then we have both I hope improved in civility I can not be so easily reconciled to myself The recollection of what I then said of my conduct my manners my expressions during the whole of it is now and has been many months inexpressibly painful to me Your
b,of the like censure is praise no less generally bestowed on you and your eldest sister than it is honourable to the sense and disposition of both I will only say farther that from what passed that evening my opinion of all parties was confirmed and every inducement heightened which could have led me before to preserve my friend from what I esteemed a most unhappy connection He left Netherfield for London on the day following as you I am certain remember with the design of soon returning The part which I acted is now to be explained His sisters
b,now be added an alliance and relationship of the nearest kind with the man whom he so justly scorned From such a connection she could not wonder that he should shrink The wish of procuring her regard which she had assured herself of his feeling in Derbyshire could not in rational expectation survive such a blow as this She was humbled she was grieved she repented though she hardly knew of what She became jealous of his esteem when she could no longer hope to be benefited by it She wanted to hear of him when there seemed the least
b,who never looks at any woman but to see a blemish and who probably never looked at you in his life It is admirable Elizabeth tried to join in her fathers pleasantry but could only force one most reluctant smile Never had his wit been directed in a manner so little agreeable to her Are you not diverted Oh yes Pray read on After mentioning the likelihood of this marriage to her Ladyship last night she immediately with her usual condescension expressed what she felt on the occasion when it became apparent that on the score of some family objections
b,ignorant of what had passed and their raptures continued with little intermission to the very day of Lydias leaving home Elizabeth was now to see Mr Wickham for the last time Having been frequently in company with him since her return agitation was pretty well over the agitations of former partiality entirely so She had even learnt to detect in the very gentleness which had first delighted her an affectation and a sameness to disgust and weary In his present behaviour to herself moreover she had a fresh source of displeasure for the inclination he soon testified of renewing those
b,am better They insist also on my seeing Mr Jonestherefore do not be alarmed if you should hear of his having been to meand excepting a sore throat and a headache there is not much the matter with me Yours etc Well my dear said Mr Bennet when Elizabeth had read the note aloud if your daughter should have a dangerous fit of illnessif she should dieit would be a comfort to know that it was all in pursuit of Mr Bingley and under your orders Oh I am not at all afraid of her dying People do not die
